time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,District
2010-03-22 06:00:00,34.5,19.7,42.0,,,150.0,11.2,,1008.4,,,Huyện Bình Chánh
2010-03-22 09:00:00,33.4,21.6,50.0,,,170.0,22.3,,1006.2,,,Huyện Bình Chánh
2010-03-22 12:00:00,28.2,22.4,71.0,,,140.0,16.6,,1006.8,,,Huyện Bình Chánh
2010-03-22 15:00:00,27.3,22.7,76.0,,,120.0,14.8,,1009.2,,,Huyện Bình Chánh
2010-03-22 18:00:00,26.2,23.3,84.0,,,140.0,11.2,,1007.9,,,Huyện Bình Chánh
2010-03-22 21:00:00,26.2,24.2,89.0,,,170.0,11.2,,1007.0,,,Huyện Bình Chánh
2010-03-23 00:00:00,26.4,22.5,79.0,,,110.0,16.6,,1008.7,,,Huyện Bình Chánh
2010-03-23 03:00:00,32.6,23.3,58.0,,,120.0,20.5,,1009.5,,,Huyện Bình Chánh
2010-03-23 06:00:00,34.8,22.5,49.0,,,140.0,9.4,,1008.5,,,Huyện Bình Chánh
2010-03-23 09:00:00,32.6,23.3,58.0,,,110.0,7.6,,1005.8,,,Huyện Bình Chánh
2010-03-23 12:00:00,28.0,24.0,79.0,,,160.0,13.0,,1006.8,,,Huyện Bình Chánh
2010-03-23 15:00:00,27.4,24.1,82.0,,,130.0,14.8,,1008.4,,,Huyện Bình Chánh
2010-03-23 18:00:00,27.0,24.3,85.0,,,120.0,11.2,,1007.7,,,Huyện Bình Chánh
2010-03-23 21:00:00,26.1,24.5,91.0,,,120.0,7.6,,1007.4,,,Huyện Bình Chánh
2010-03-24 00:00:00,26.3,25.1,93.0,,,110.0,9.4,,1009.6,,,Huyện Bình Chánh
2010-03-24 03:00:00,32.4,23.9,61.0,,,120.0,9.4,,1010.7,,,Huyện Bình Chánh
2010-03-24 06:00:00,34.3,23.4,53.0,,,170.0,7.6,,1007.8,,,Huyện Bình Chánh
2010-03-24 09:00:00,34.3,23.4,53.0,,,160.0,16.6,,1005.0,,,Huyện Bình Chánh
2010-03-24 12:00:00,29.2,24.3,75.0,,,140.0,16.6,,1006.8,,,Huyện Bình Chánh
2010-03-24 15:00:00,28.0,25.2,85.0,,,120.0,13.0,,1008.7,,,Huyện Bình Chánh
2010-03-24 18:00:00,27.2,24.5,85.0,,,120.0,13.0,,1007.6,,,Huyện Bình Chánh
2010-03-24 21:00:00,26.4,24.4,89.0,,,100.0,7.6,,1007.0,,,Huyện Bình Chánh
2010-03-25 00:00:00,27.5,25.3,88.0,,,140.0,11.2,,1009.6,,,Huyện Bình Chánh
2010-03-25 03:00:00,32.4,24.2,62.0,,,120.0,9.4,,1010.9,,,Huyện Bình Chánh
2010-03-25 06:00:00,34.2,22.9,52.0,,,90.0,9.4,,1007.5,,,Huyện Bình Chánh
2010-03-25 09:00:00,34.6,23.3,52.0,,,160.0,22.3,,1004.9,,,Huyện Bình Chánh
2010-03-25 12:00:00,29.2,24.1,74.0,,,120.0,11.2,,1007.8,,,Huyện Bình Chánh
2010-03-25 15:00:00,28.2,24.0,78.0,,,120.0,18.4,,1009.9,,,Huyện Bình Chánh
2010-03-25 18:00:00,28.1,23.0,74.0,,,130.0,20.5,,1008.7,,,Huyện Bình Chánh
2010-03-25 21:00:00,27.2,22.4,75.0,,,130.0,25.9,,1008.5,,,Huyện Bình Chánh
2010-03-26 00:00:00,27.6,21.4,69.0,,,100.0,20.5,,1010.6,,,Huyện Bình Chánh
2010-03-26 03:00:00,32.1,19.0,46.0,,,90.0,9.4,,1012.0,,,Huyện Bình Chánh
2010-03-26 06:00:00,34.8,19.6,41.0,,,40.0,9.4,,1009.4,,,Huyện Bình Chánh
2010-03-26 09:00:00,28.8,22.8,70.0,,,210.0,14.8,,1008.0,,,Huyện Bình Chánh
2010-03-26 12:00:00,28.4,24.4,79.0,,,170.0,9.4,,1009.7,,,Huyện Bình Chánh
2010-03-26 15:00:00,24.3,24.1,99.0,,,170.0,7.6,,1012.1,,,Huyện Bình Chánh
2010-03-26 18:00:00,25.2,24.2,94.0,,,240.0,7.6,,1011.1,,,Huyện Bình Chánh
2010-03-26 21:00:00,25.1,24.2,95.0,,,,3.6,,1010.3,,,Huyện Bình Chánh
2010-03-27 00:00:00,26.4,24.3,88.0,,,340.0,3.6,,1012.4,,,Huyện Bình Chánh
2010-03-27 03:00:00,30.4,23.8,68.0,,,,5.4,,1013.9,,,Huyện Bình Chánh
2010-03-27 06:00:00,33.4,22.2,52.0,,,50.0,9.4,,1010.9,,,Huyện Bình Chánh
2010-03-27 09:00:00,32.3,23.3,59.0,,,180.0,13.0,,1008.5,,,Huyện Bình Chánh
2010-03-27 12:00:00,27.2,23.7,81.0,,,130.0,9.4,,1010.4,,,Huyện Bình Chánh
2010-03-27 15:00:00,24.2,23.0,93.0,,,,5.4,,1012.0,,,Huyện Bình Chánh
2010-03-27 18:00:00,23.9,23.2,96.0,,,,1.8,,1011.5,,,Huyện Bình Chánh
2010-03-27 21:00:00,24.0,23.1,95.0,,,10.0,3.6,,1010.5,,,Huyện Bình Chánh
2010-03-28 00:00:00,24.3,24.0,98.0,,,,3.6,,1012.1,,,Huyện Bình Chánh
2010-03-28 03:00:00,31.4,23.2,62.0,,,,5.4,,1012.4,,,Huyện Bình Chánh
2010-03-28 06:00:00,36.5,21.5,42.0,,,110.0,11.2,,1009.5,,,Huyện Bình Chánh
2010-03-28 09:00:00,33.2,23.2,56.0,,,160.0,20.5,,1008.0,,,Huyện Bình Chánh
2010-03-28 12:00:00,29.5,21.7,63.0,,,120.0,11.2,,1009.7,,,Huyện Bình Chánh
2010-03-28 15:00:00,28.8,22.1,67.0,,,120.0,11.2,,1011.7,,,Huyện Bình Chánh
2010-03-28 18:00:00,27.4,22.1,73.0,,,60.0,7.6,,1011.0,,,Huyện Bình Chánh
2010-03-28 21:00:00,27.0,21.3,71.0,,,90.0,16.6,,1010.5,,,Huyện Bình Chánh
2010-03-29 00:00:00,27.2,21.3,70.0,,,10.0,5.4,,1012.2,,,Huyện Bình Chánh
2010-03-29 03:00:00,32.3,21.5,53.0,,,320.0,7.6,,1013.1,,,Huyện Bình Chánh
2010-03-29 06:00:00,34.8,19.6,41.0,,,90.0,9.4,,1010.6,,,Huyện Bình Chánh
2010-03-29 09:00:00,33.0,23.4,57.0,,,140.0,18.4,,1008.4,,,Huyện Bình Chánh
2010-03-29 12:00:00,29.2,22.4,67.0,,,120.0,24.1,,1009.9,,,Huyện Bình Chánh
2010-03-29 15:00:00,28.3,22.3,70.0,,,130.0,16.6,,1011.3,,,Huyện Bình Chánh
2010-03-29 18:00:00,27.2,21.3,70.0,,,120.0,9.4,,1011.0,,,Huyện Bình Chánh
2010-03-29 21:00:00,26.0,22.1,79.0,,,80.0,5.4,,1011.2,,,Huyện Bình Chánh
2010-03-30 00:00:00,26.6,22.7,79.0,,,90.0,9.4,,1012.6,,,Huyện Bình Chánh
2010-03-30 03:00:00,31.3,20.9,54.0,,,,3.6,,1013.8,,,Huyện Bình Chánh
2010-03-30 06:00:00,34.7,21.4,46.0,,,70.0,9.4,,1010.9,,,Huyện Bình Chánh
2010-03-30 09:00:00,33.6,21.7,50.0,,,160.0,18.4,,1008.7,,,Huyện Bình Chánh
2010-03-30 12:00:00,29.6,22.6,66.0,,,160.0,18.4,,1009.1,,,Huyện Bình Chánh
2010-03-30 15:00:00,27.6,23.6,79.0,,,140.0,18.4,,1012.1,,,Huyện Bình Chánh
2010-03-30 18:00:00,27.3,23.3,79.0,,,120.0,9.4,,1011.3,,,Huyện Bình Chánh
2010-03-30 21:00:00,26.3,23.4,84.0,,,120.0,13.0,,1010.7,,,Huyện Bình Chánh
2010-03-31 00:00:00,27.4,21.9,72.0,,,120.0,14.8,,1011.7,,,Huyện Bình Chánh
2010-03-31 03:00:00,31.5,20.8,53.0,,,130.0,14.8,,1013.6,,,Huyện Bình Chánh
2010-03-31 06:00:00,33.0,22.2,53.0,,,170.0,13.0,,1011.2,,,Huyện Bình Chánh
2010-03-31 09:00:00,31.2,22.0,58.0,,,170.0,18.4,,1009.0,,,Huyện Bình Chánh
2010-03-31 12:00:00,28.0,23.4,76.0,,,160.0,16.6,,1010.2,,,Huyện Bình Chánh
2010-03-31 15:00:00,27.0,23.7,82.0,,,100.0,14.8,,1011.0,,,Huyện Bình Chánh
2010-03-31 18:00:00,26.0,23.1,84.0,,,120.0,11.2,,1010.1,,,Huyện Bình Chánh
2010-03-31 21:00:00,25.5,23.4,88.0,,,120.0,11.2,,1010.0,,,Huyện Bình Chánh
2010-04-01 00:00:00,26.4,24.3,88.0,,,110.0,14.8,,1011.5,,,Huyện Bình Chánh
2010-04-01 03:00:00,32.4,23.1,58.0,,,120.0,20.5,,1012.5,,,Huyện Bình Chánh
2010-04-01 06:00:00,34.5,23.5,53.0,,,170.0,14.8,,1009.7,,,Huyện Bình Chánh
2010-04-01 09:00:00,33.0,24.2,60.0,,,160.0,22.3,,1007.7,,,Huyện Bình Chánh
2010-04-01 12:00:00,28.4,24.2,78.0,,,150.0,20.5,,1008.9,,,Huyện Bình Chánh
2010-04-01 15:00:00,27.2,24.5,85.0,,,140.0,18.4,,1011.5,,,Huyện Bình Chánh
2010-04-01 18:00:00,26.4,24.3,88.0,,,110.0,11.2,,1010.5,,,Huyện Bình Chánh
2010-04-01 21:00:00,26.0,24.0,89.0,,,140.0,7.6,,,,,Huyện Bình Chánh
2010-04-02 00:00:00,27.4,24.1,82.0,,,120.0,11.2,,1011.6,,,Huyện Bình Chánh
2010-04-02 03:00:00,31.4,23.2,62.0,,,120.0,13.0,,1012.5,,,Huyện Bình Chánh
2010-04-02 06:00:00,34.1,24.7,58.0,,,130.0,13.0,,1009.4,,,Huyện Bình Chánh
2010-04-02 09:00:00,33.2,24.1,59.0,,,180.0,24.1,,1007.3,,,Huyện Bình Chánh
2010-04-02 12:00:00,29.3,23.0,69.0,,,150.0,16.6,,1008.6,,,Huyện Bình Chánh
2010-04-02 15:00:00,27.2,24.1,83.0,,,140.0,11.2,,1010.5,,,Huyện Bình Chánh
2010-04-02 18:00:00,27.0,23.0,79.0,,,180.0,11.2,,1010.2,,,Huyện Bình Chánh
2010-04-02 21:00:00,26.0,24.0,89.0,,,130.0,13.0,,1010.0,,,Huyện Bình Chánh
2010-04-03 00:00:00,27.7,24.3,82.0,,,130.0,16.6,,1011.5,,,Huyện Bình Chánh
2010-04-03 03:00:00,32.4,23.1,58.0,,,110.0,18.4,,1012.7,,,Huyện Bình Chánh
2010-04-03 06:00:00,33.6,23.3,55.0,,,160.0,16.6,,1010.6,,,Huyện Bình Chánh
2010-04-03 09:00:00,31.6,22.6,59.0,,,160.0,18.4,,1008.7,,,Huyện Bình Chánh
2010-04-03 12:00:00,29.3,22.3,66.0,,,130.0,20.5,,1009.9,,,Huyện Bình Chánh
2010-04-03 15:00:00,28.3,22.3,70.0,,,130.0,13.0,,1011.7,,,Huyện Bình Chánh
2010-04-03 18:00:00,27.4,23.2,78.0,,,140.0,13.0,,1011.0,,,Huyện Bình Chánh
2010-04-03 21:00:00,26.2,23.3,84.0,,,150.0,11.2,,1010.2,,,Huyện Bình Chánh
2010-04-04 00:00:00,27.4,24.3,83.0,,,110.0,13.0,,1011.8,,,Huyện Bình Chánh
2010-04-04 03:00:00,32.7,21.6,52.0,,,100.0,18.4,,1012.8,,,Huyện Bình Chánh
2010-04-04 06:00:00,35.0,21.3,45.0,,,110.0,14.8,,1010.5,,,Huyện Bình Chánh
2010-04-04 09:00:00,34.0,22.4,51.0,,,160.0,20.5,,1008.5,,,Huyện Bình Chánh
2010-04-04 12:00:00,29.5,23.9,72.0,,,150.0,16.6,,1009.6,,,Huyện Bình Chánh
2010-04-04 15:00:00,28.0,23.4,76.0,,,120.0,9.4,,1011.3,,,Huyện Bình Chánh
2010-04-04 18:00:00,27.0,24.6,87.0,,,180.0,11.2,,1010.2,,,Huyện Bình Chánh
2010-04-04 21:00:00,26.5,24.2,87.0,,,140.0,14.8,,1009.8,,,Huyện Bình Chánh
2010-04-05 00:00:00,27.2,24.1,83.0,,,100.0,11.2,,1011.3,,,Huyện Bình Chánh
2010-04-05 03:00:00,32.3,23.0,58.0,,,110.0,14.8,,1011.7,,,Huyện Bình Chánh
2010-04-05 06:00:00,35.2,22.9,49.0,,,120.0,7.6,,1009.0,,,Huyện Bình Chánh
2010-04-05 09:00:00,33.0,22.2,53.0,,,160.0,20.5,,1006.9,,,Huyện Bình Chánh
2010-04-05 12:00:00,28.6,23.5,74.0,,,160.0,18.4,,1007.8,,,Huyện Bình Chánh
2010-04-05 15:00:00,28.2,24.6,81.0,,,140.0,16.6,,1009.8,,,Huyện Bình Chánh
2010-04-05 18:00:00,27.4,24.8,86.0,,,140.0,14.8,,1008.7,,,Huyện Bình Chánh
2010-04-05 21:00:00,24.5,21.8,85.0,,,120.0,11.2,,1012.1,,,Huyện Bình Chánh
2010-04-06 00:00:00,27.4,25.2,88.0,,,130.0,7.6,,1011.2,,,Huyện Bình Chánh
2010-04-06 03:00:00,31.4,24.3,66.0,,,140.0,13.0,,1012.5,,,Huyện Bình Chánh
2010-04-06 06:00:00,34.1,24.7,58.0,,,100.0,9.4,,1010.1,,,Huyện Bình Chánh
2010-04-06 09:00:00,34.0,24.3,57.0,,,170.0,13.0,,1007.8,,,Huyện Bình Chánh
2010-04-06 12:00:00,29.2,24.3,75.0,,,160.0,18.4,,1008.7,,,Huyện Bình Chánh
2010-04-06 15:00:00,28.0,25.2,85.0,,,140.0,14.8,,1011.0,,,Huyện Bình Chánh
2010-04-06 18:00:00,27.2,25.4,90.0,,,140.0,16.6,,1010.5,,,Huyện Bình Chánh
2010-04-06 21:00:00,27.0,24.3,85.0,,,140.0,14.8,,1010.3,,,Huyện Bình Chánh
2010-04-07 00:00:00,27.2,24.3,84.0,,,130.0,11.2,,1012.2,,,Huyện Bình Chánh
2010-04-07 03:00:00,32.4,23.4,59.0,,,120.0,11.2,,1013.1,,,Huyện Bình Chánh
2010-04-07 06:00:00,33.4,23.1,55.0,,,,3.6,,1010.5,,,Huyện Bình Chánh
2010-04-07 09:00:00,34.6,21.6,47.0,,,150.0,18.4,,1008.5,,,Huyện Bình Chánh
2010-04-07 12:00:00,29.2,21.9,65.0,,,140.0,14.8,,1010.1,,,Huyện Bình Chánh
2010-04-07 15:00:00,27.2,23.0,78.0,,,120.0,13.0,,1012.8,,,Huyện Bình Chánh
2010-04-07 18:00:00,27.3,24.2,83.0,,,130.0,7.6,,1012.4,,,Huyện Bình Chánh
2010-04-07 21:00:00,27.2,24.3,84.0,,,130.0,9.4,,1011.5,,,Huyện Bình Chánh
2010-04-08 00:00:00,27.4,24.3,83.0,,,120.0,13.0,,1012.9,,,Huyện Bình Chánh
2010-04-08 03:00:00,32.4,22.5,56.0,,,150.0,14.8,,1013.9,,,Huyện Bình Chánh
2010-04-08 06:00:00,35.2,21.1,44.0,,,140.0,13.0,,1010.8,,,Huyện Bình Chánh
2010-04-08 09:00:00,34.0,21.1,47.0,,,190.0,20.5,,1008.4,,,Huyện Bình Chánh
2010-04-08 12:00:00,29.2,23.4,71.0,,,150.0,18.4,,1009.7,,,Huyện Bình Chánh
2010-04-08 15:00:00,27.0,23.3,80.0,,,150.0,14.8,,1012.2,,,Huyện Bình Chánh
2010-04-08 18:00:00,27.0,24.6,87.0,,,140.0,11.2,,1010.6,,,Huyện Bình Chánh
2010-04-08 21:00:00,26.0,23.3,85.0,,,120.0,7.6,,1009.7,,,Huyện Bình Chánh
2010-04-09 00:00:00,27.3,23.1,78.0,,,100.0,7.6,,1012.0,,,Huyện Bình Chánh
2010-04-09 03:00:00,32.4,21.0,51.0,,,110.0,9.4,,1012.7,,,Huyện Bình Chánh
2010-04-09 06:00:00,35.4,19.3,39.0,,,160.0,9.4,,1009.3,,,Huyện Bình Chánh
2010-04-09 09:00:00,33.0,23.1,56.0,,,160.0,18.4,,1006.9,,,Huyện Bình Chánh
2010-04-09 12:00:00,28.4,23.1,73.0,,,150.0,20.5,,1008.2,,,Huyện Bình Chánh
2010-04-09 15:00:00,28.0,23.4,76.0,,,130.0,16.6,,1009.7,,,Huyện Bình Chánh
2010-04-09 18:00:00,27.0,23.0,79.0,,,150.0,18.4,,,,,Huyện Bình Chánh
2010-04-09 21:00:00,27.0,24.6,87.0,,,140.0,13.0,,1007.0,,,Huyện Bình Chánh
2010-04-10 00:00:00,28.2,24.0,78.0,,,130.0,14.8,,1009.1,,,Huyện Bình Chánh
2010-04-10 03:00:00,32.4,22.2,55.0,,,130.0,14.8,,1010.3,,,Huyện Bình Chánh
2010-04-10 06:00:00,33.7,22.5,52.0,,,160.0,9.4,,1008.2,,,Huyện Bình Chánh
2010-04-10 09:00:00,33.2,21.1,49.0,,,180.0,18.4,,1006.0,,,Huyện Bình Chánh
2010-04-10 12:00:00,28.3,23.0,73.0,,,150.0,20.5,,1007.7,,,Huyện Bình Chánh
2010-04-10 15:00:00,27.4,24.1,82.0,,,150.0,14.8,,1009.5,,,Huyện Bình Chánh
2010-04-10 18:00:00,27.2,24.5,85.0,,,150.0,16.6,,1008.4,,,Huyện Bình Chánh
2010-04-10 21:00:00,27.0,24.3,85.0,,,150.0,7.6,,1007.8,,,Huyện Bình Chánh
2010-04-11 00:00:00,27.5,24.6,84.0,,,,3.6,,1009.3,,,Huyện Bình Chánh
2010-04-11 03:00:00,31.3,23.2,62.0,,,160.0,16.6,,1010.4,,,Huyện Bình Chánh
2010-04-11 06:00:00,33.6,22.4,52.0,,,160.0,13.0,,1007.7,,,Huyện Bình Chánh
2010-04-11 09:00:00,34.5,20.8,45.0,,,160.0,14.8,,1005.7,,,Huyện Bình Chánh
2010-04-11 12:00:00,29.4,24.3,74.0,,,150.0,16.6,,1006.9,,,Huyện Bình Chánh
2010-04-11 15:00:00,28.3,24.3,79.0,,,130.0,16.6,,1008.6,,,Huyện Bình Chánh
2010-04-11 18:00:00,27.4,24.3,83.0,,,140.0,11.2,,1007.6,,,Huyện Bình Chánh
2010-04-11 21:00:00,27.0,24.1,84.0,,,180.0,9.4,,1007.4,,,Huyện Bình Chánh
2010-04-12 00:00:00,28.4,24.2,78.0,,,180.0,11.2,,1009.3,,,Huyện Bình Chánh
2010-04-12 03:00:00,31.4,22.4,59.0,,,140.0,11.2,,1010.9,,,Huyện Bình Chánh
2010-04-12 06:00:00,32.0,23.3,60.0,,,130.0,11.2,,1008.0,,,Huyện Bình Chánh
2010-04-12 09:00:00,32.5,23.7,60.0,,,160.0,14.8,,1005.7,,,Huyện Bình Chánh
2010-04-12 12:00:00,29.5,24.8,76.0,,,150.0,18.4,,1006.0,,,Huyện Bình Chánh
2010-04-12 15:00:00,28.4,24.0,77.0,,,150.0,14.8,,1009.4,,,Huyện Bình Chánh
2010-04-12 18:00:00,27.0,24.1,84.0,,,150.0,5.4,,1008.8,,,Huyện Bình Chánh
2010-04-12 21:00:00,26.8,24.3,86.0,,,150.0,9.4,,1008.3,,,Huyện Bình Chánh
2010-04-13 00:00:00,27.3,24.0,82.0,,,130.0,11.2,,1010.3,,,Huyện Bình Chánh
2010-04-13 03:00:00,31.0,23.9,66.0,,,160.0,9.4,,1011.1,,,Huyện Bình Chánh
2010-04-13 06:00:00,33.4,23.1,55.0,,,110.0,9.4,,1008.8,,,Huyện Bình Chánh
2010-04-13 09:00:00,33.4,24.3,59.0,,,160.0,14.8,,1006.5,,,Huyện Bình Chánh
2010-04-13 12:00:00,29.4,22.9,68.0,,,150.0,20.5,,1006.8,,,Huyện Bình Chánh
2010-04-13 15:00:00,28.3,23.7,76.0,,,130.0,16.6,,1010.0,,,Huyện Bình Chánh
2010-04-13 18:00:00,27.5,23.7,80.0,,,120.0,13.0,,1009.0,,,Huyện Bình Chánh
2010-04-13 21:00:00,26.4,23.3,83.0,,,120.0,11.2,,1008.8,,,Huyện Bình Chánh
2010-04-14 00:00:00,27.4,23.2,78.0,,,90.0,13.0,,1010.1,,,Huyện Bình Chánh
2010-04-14 03:00:00,32.4,23.1,58.0,,,120.0,14.8,,1010.9,,,Huyện Bình Chánh
2010-04-14 06:00:00,36.2,24.1,50.0,,,150.0,14.8,,1008.7,,,Huyện Bình Chánh
2010-04-14 09:00:00,33.2,24.7,61.0,,,160.0,27.7,,1007.4,,,Huyện Bình Chánh
2010-04-14 12:00:00,29.2,24.1,74.0,,,140.0,18.4,,1009.1,,,Huyện Bình Chánh
2010-04-14 15:00:00,28.4,24.0,77.0,,,130.0,13.0,,1011.4,,,Huyện Bình Chánh
2010-04-14 18:00:00,27.8,24.2,81.0,,,120.0,13.0,,1009.4,,,Huyện Bình Chánh
2010-04-14 21:00:00,27.1,23.4,80.0,,,120.0,13.0,,1008.5,,,Huyện Bình Chánh
2010-04-15 00:00:00,27.4,23.0,77.0,,,110.0,13.0,,1010.1,,,Huyện Bình Chánh
2010-04-15 03:00:00,32.4,22.2,55.0,,,100.0,13.0,,1011.7,,,Huyện Bình Chánh
2010-04-15 06:00:00,35.4,22.0,46.0,,,60.0,9.4,,1008.8,,,Huyện Bình Chánh
2010-04-15 09:00:00,34.6,21.6,47.0,,,160.0,18.4,,1007.3,,,Huyện Bình Chánh
2010-04-15 12:00:00,29.2,22.9,69.0,,,140.0,20.5,,1009.0,,,Huyện Bình Chánh
2010-04-15 15:00:00,28.4,24.4,79.0,,,130.0,14.8,,1011.8,,,Huyện Bình Chánh
2010-04-15 18:00:00,28.2,24.0,78.0,,,120.0,9.4,,1011.1,,,Huyện Bình Chánh
2010-04-15 21:00:00,28.2,24.2,79.0,,,130.0,9.4,,1010.0,,,Huyện Bình Chánh
2010-04-16 00:00:00,28.4,24.2,78.0,,,100.0,14.8,,1011.5,,,Huyện Bình Chánh
2010-04-16 03:00:00,33.4,22.8,54.0,,,110.0,22.3,,1012.2,,,Huyện Bình Chánh
2010-04-16 06:00:00,34.5,23.5,53.0,,,150.0,18.4,,1009.3,,,Huyện Bình Chánh
2010-04-16 09:00:00,33.2,24.1,59.0,,,140.0,3.6,,1007.7,,,Huyện Bình Chánh
2010-04-16 12:00:00,31.2,21.7,57.0,,,130.0,11.2,,1009.9,,,Huyện Bình Chánh
2010-04-16 15:00:00,29.4,24.5,75.0,,,120.0,16.6,,1011.9,,,Huyện Bình Chánh
2010-04-16 18:00:00,28.0,22.9,74.0,,,130.0,11.2,,1011.2,,,Huyện Bình Chánh
2010-04-16 21:00:00,29.2,23.4,71.0,,,110.0,7.6,,1010.2,,,Huyện Bình Chánh
2010-04-17 00:00:00,28.0,22.9,74.0,,,110.0,11.2,,1011.8,,,Huyện Bình Chánh
2010-04-17 03:00:00,32.5,22.0,54.0,,,120.0,24.1,,1012.7,,,Huyện Bình Chánh
2010-04-17 06:00:00,33.2,22.9,55.0,,,150.0,18.4,,1010.9,,,Huyện Bình Chánh
2010-04-17 09:00:00,27.4,22.4,74.0,,,100.0,40.7,,1009.3,,,Huyện Bình Chánh
2010-04-17 12:00:00,29.4,23.1,69.0,,,130.0,16.6,,1010.6,,,Huyện Bình Chánh
2010-04-17 15:00:00,28.0,23.4,76.0,,,110.0,13.0,,1012.2,,,Huyện Bình Chánh
2010-04-17 18:00:00,27.2,23.0,78.0,,,,3.6,,1011.9,,,Huyện Bình Chánh
2010-04-17 21:00:00,26.4,23.3,83.0,,,70.0,3.6,,1011.0,,,Huyện Bình Chánh
2010-04-18 00:00:00,26.3,23.0,82.0,,,360.0,7.6,,1012.0,,,Huyện Bình Chánh
2010-04-18 03:00:00,31.4,23.2,62.0,,,80.0,9.4,,1012.4,,,Huyện Bình Chánh
2010-04-18 06:00:00,34.4,22.1,49.0,,,110.0,7.6,,1009.9,,,Huyện Bình Chánh
2010-04-18 09:00:00,32.2,23.2,59.0,,,150.0,22.3,,1007.4,,,Huyện Bình Chánh
2010-04-18 12:00:00,29.4,24.5,75.0,,,170.0,14.8,,1009.4,,,Huyện Bình Chánh
2010-04-18 15:00:00,28.2,24.2,79.0,,,130.0,16.6,,1010.8,,,Huyện Bình Chánh
2010-04-18 18:00:00,27.0,24.1,84.0,,,140.0,13.0,,1009.7,,,Huyện Bình Chánh
2010-04-18 21:00:00,26.9,24.2,85.0,,,120.0,11.2,,1009.2,,,Huyện Bình Chánh
2010-04-19 00:00:00,28.6,24.6,79.0,,,110.0,9.4,,1010.4,,,Huyện Bình Chánh
2010-04-19 03:00:00,32.4,24.2,62.0,,,140.0,18.4,,1011.4,,,Huyện Bình Chánh
2010-04-19 06:00:00,34.4,23.1,52.0,,,160.0,11.2,,1008.4,,,Huyện Bình Chánh
2010-04-19 09:00:00,33.5,21.7,50.0,,,150.0,20.5,,1006.5,,,Huyện Bình Chánh
2010-04-19 12:00:00,29.4,23.1,69.0,,,130.0,14.8,,1008.3,,,Huyện Bình Chánh
2010-04-19 15:00:00,28.4,24.4,79.0,,,60.0,16.6,,1010.8,,,Huyện Bình Chánh
2010-04-19 18:00:00,26.3,21.3,74.0,,,360.0,9.4,,1009.2,,,Huyện Bình Chánh
2010-04-19 21:00:00,24.3,22.0,87.0,,,50.0,5.4,,1008.0,,,Huyện Bình Chánh
2010-04-20 00:00:00,27.6,24.5,83.0,,,120.0,9.4,,1009.2,,,Huyện Bình Chánh
2010-04-20 03:00:00,33.6,22.4,52.0,,,140.0,9.4,,1010.9,,,Huyện Bình Chánh
2010-04-20 06:00:00,33.4,21.9,51.0,,,140.0,7.6,,1007.7,,,Huyện Bình Chánh
2010-04-20 09:00:00,29.2,24.5,76.0,,,260.0,7.6,,1006.3,,,Huyện Bình Chánh
2010-04-20 12:00:00,27.2,24.3,84.0,,,,1.8,,1008.3,,,Huyện Bình Chánh
2010-04-20 15:00:00,26.2,25.0,93.0,,,140.0,13.0,,1009.3,,,Huyện Bình Chánh
2010-04-20 18:00:00,27.0,24.1,84.0,,,150.0,11.2,,1008.9,,,Huyện Bình Chánh
2010-04-20 21:00:00,27.0,23.9,83.0,,,110.0,5.4,,1008.2,,,Huyện Bình Chánh
2010-04-21 00:00:00,27.2,27.0,99.0,,,,3.6,,1008.2,,,Huyện Bình Chánh
2010-04-21 03:00:00,32.3,24.1,62.0,,,,5.4,,1010.7,,,Huyện Bình Chánh
2010-04-21 06:00:00,33.2,24.1,59.0,,,140.0,11.2,,1008.0,,,Huyện Bình Chánh
2010-04-21 09:00:00,32.4,24.2,62.0,,,160.0,14.8,,1005.9,,,Huyện Bình Chánh
2010-04-21 12:00:00,30.4,23.6,67.0,,,160.0,16.6,,1007.8,,,Huyện Bình Chánh
2010-04-21 15:00:00,28.4,24.6,80.0,,,140.0,11.2,,1009.8,,,Huyện Bình Chánh
2010-04-21 18:00:00,28.0,25.0,84.0,,,130.0,11.2,,1008.7,,,Huyện Bình Chánh
2010-04-21 21:00:00,28.0,25.2,85.0,,,150.0,9.4,,1008.1,,,Huyện Bình Chánh
2010-04-22 00:00:00,28.4,25.2,83.0,,,140.0,13.0,,1009.5,,,Huyện Bình Chánh
2010-04-22 03:00:00,32.3,24.1,62.0,,,120.0,14.8,,1011.2,,,Huyện Bình Chánh
2010-04-22 06:00:00,33.9,24.5,58.0,,,130.0,16.6,,1008.1,,,Huyện Bình Chánh
2010-04-22 09:00:00,33.2,23.5,57.0,,,140.0,16.6,,1007.1,,,Huyện Bình Chánh
2010-04-22 12:00:00,29.3,24.0,73.0,,,140.0,13.0,,1009.7,,,Huyện Bình Chánh
2010-04-22 15:00:00,28.2,24.2,79.0,,,130.0,11.2,,1010.7,,,Huyện Bình Chánh
2010-04-22 18:00:00,28.1,24.1,79.0,,,140.0,7.6,,1010.6,,,Huyện Bình Chánh
2010-04-22 21:00:00,27.1,24.2,84.0,,,100.0,5.4,,1009.0,,,Huyện Bình Chánh
